learning_rate,batch_size,train_freq,gradient_steps,ent_coef,learning_starts,buffer_size,policy_kwargs,reward
0.0001,64,4,5,auto,5000,100000,"{'net_arch': [128, 128], 'use_sde': False}",189.26682875752448
0.0001,64,4,5,auto,5000,100000,"{'net_arch': [256, 256], 'use_sde': False}",257.689615033865
0.0001,64,4,5,auto,5000,100000,"{'net_arch': [400, 300], 'use_sde': False}",220.05677688121796
0.0001,64,4,5,auto,5000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",174.95534647226333
0.0001,64,4,5,auto,5000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",174.97452509522438
0.0001,64,4,5,auto,5000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",175.1450573325157
0.0001,64,4,5,auto,5000,500000,"{'net_arch': [128, 128], 'use_sde': False}",123.40624138474465
0.0001,64,4,5,auto,5000,500000,"{'net_arch': [256, 256], 'use_sde': False}",173.71895466804506
0.0001,64,4,5,auto,5000,500000,"{'net_arch': [400, 300], 'use_sde': False}",172.28017808437346
0.0001,64,4,5,auto,10000,100000,"{'net_arch': [128, 128], 'use_sde': False}",57.10399802803993
0.0001,64,4,5,auto,10000,100000,"{'net_arch': [256, 256], 'use_sde': False}",46.553877843618395
0.0001,64,4,5,auto,10000,100000,"{'net_arch': [400, 300], 'use_sde': False}",18.229600304115447
0.0001,64,4,5,auto,10000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",58.47190558791161
0.0001,64,4,5,auto,10000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",272.32295491576195
0.0001,64,4,5,auto,10000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",114.2541391658783
0.0001,64,4,5,auto,10000,500000,"{'net_arch': [128, 128], 'use_sde': False}",33.66117183685303
0.0001,64,4,5,auto,10000,500000,"{'net_arch': [256, 256], 'use_sde': False}",35.681022124290465
0.0001,64,4,5,auto,10000,500000,"{'net_arch': [400, 300], 'use_sde': False}",216.58720321774481
0.0001,64,4,5,auto,20000,100000,"{'net_arch': [128, 128], 'use_sde': False}",58.24043473362923
0.0001,64,4,5,auto,20000,100000,"{'net_arch': [256, 256], 'use_sde': False}",52.1990432536602
0.0001,64,4,5,auto,20000,100000,"{'net_arch': [400, 300], 'use_sde': False}",25.866736894845964
0.0001,64,4,5,auto,20000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",143.28054494023323
0.0001,64,4,5,auto,20000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",29.356655210256577
0.0001,64,4,5,auto,20000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",76.78712163448334
0.0001,64,4,5,auto,20000,500000,"{'net_arch': [128, 128], 'use_sde': False}",161.27013463139534
0.0001,64,4,5,auto,20000,500000,"{'net_arch': [256, 256], 'use_sde': False}",10.34880101921066
0.0001,64,4,5,auto,20000,500000,"{'net_arch': [400, 300], 'use_sde': False}",14.373993532198364
0.0001,64,4,5,0.1,5000,100000,"{'net_arch': [128, 128], 'use_sde': False}",258.2674466443062
0.0001,64,4,5,0.1,5000,100000,"{'net_arch': [256, 256], 'use_sde': False}",195.4538170325756
0.0001,64,4,5,0.1,5000,100000,"{'net_arch': [400, 300], 'use_sde': False}",167.86882638931274
0.0001,64,4,5,0.1,5000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",187.17025864720344
0.0001,64,4,5,0.1,5000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",175.6491020464897
0.0001,64,4,5,0.1,5000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",174.49681620121
0.0001,64,4,5,0.1,5000,500000,"{'net_arch': [128, 128], 'use_sde': False}",291.6664040243626
0.0001,64,4,5,0.1,5000,500000,"{'net_arch': [256, 256], 'use_sde': False}",207.6794534432888
0.0001,64,4,5,0.1,5000,500000,"{'net_arch': [400, 300], 'use_sde': False}",182.2466799879074
0.0001,64,4,5,0.1,10000,100000,"{'net_arch': [128, 128], 'use_sde': False}",96.79427911520004
0.0001,64,4,5,0.1,10000,100000,"{'net_arch': [256, 256], 'use_sde': False}",24.382825731383562
0.0001,64,4,5,0.1,10000,100000,"{'net_arch': [400, 300], 'use_sde': False}",36.26353710651398
0.0001,64,4,5,0.1,10000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",61.32643046796322
0.0001,64,4,5,0.1,10000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",19.01955806051894
0.0001,64,4,5,0.1,10000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",38.821159889101985
0.0001,64,4,5,0.1,10000,500000,"{'net_arch': [128, 128], 'use_sde': False}",32.21836959220469
0.0001,64,4,5,0.1,10000,500000,"{'net_arch': [256, 256], 'use_sde': False}",18.543216876983642
0.0001,64,4,5,0.1,10000,500000,"{'net_arch': [400, 300], 'use_sde': False}",15.211781272292138
0.0001,64,4,5,0.1,20000,100000,"{'net_arch': [128, 128], 'use_sde': False}",24.038333777189255
0.0001,64,4,5,0.1,20000,100000,"{'net_arch': [256, 256], 'use_sde': False}",96.43091199040413
0.0001,64,4,5,0.1,20000,100000,"{'net_arch': [400, 300], 'use_sde': False}",61.569150443077085
0.0001,64,4,5,0.1,20000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",51.14057995826006
0.0001,64,4,5,0.1,20000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",273.3301391506195
0.0001,64,4,5,0.1,20000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",99.1654024720192
0.0001,64,4,5,0.1,20000,500000,"{'net_arch': [128, 128], 'use_sde': False}",19.77928999066353
0.0001,64,4,5,0.1,20000,500000,"{'net_arch': [256, 256], 'use_sde': False}",97.39958785414696
0.0001,64,4,5,0.1,20000,500000,"{'net_arch': [400, 300], 'use_sde': False}",32.453873500823974
0.0001,64,4,5,0.01,5000,100000,"{'net_arch': [128, 128], 'use_sde': False}",153.35393623709678
0.0001,64,4,5,0.01,5000,100000,"{'net_arch': [256, 256], 'use_sde': False}",219.98375526070595
0.0001,64,4,5,0.01,5000,100000,"{'net_arch': [400, 300], 'use_sde': False}",121.91965283870697
0.0001,64,4,5,0.01,5000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",245.11637697696685
0.0001,64,4,5,0.01,5000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",93.93528699159623
0.0001,64,4,5,0.01,5000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",200.83398112773895
0.0001,64,4,5,0.01,5000,500000,"{'net_arch': [128, 128], 'use_sde': False}",230.52444348335266
0.0001,64,4,5,0.01,5000,500000,"{'net_arch': [256, 256], 'use_sde': False}",176.43603539586067
0.0001,64,4,5,0.01,5000,500000,"{'net_arch': [400, 300], 'use_sde': False}",208.17468079566956
0.0001,64,4,5,0.01,10000,100000,"{'net_arch': [128, 128], 'use_sde': False}",21.906828126311304
0.0001,64,4,5,0.01,10000,100000,"{'net_arch': [256, 256], 'use_sde': False}",135.30769230127333
0.0001,64,4,5,0.01,10000,100000,"{'net_arch': [400, 300], 'use_sde': False}",180.39498675584792
0.0001,64,4,5,0.01,10000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",24.000870286226274
0.0001,64,4,5,0.01,10000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",120.9062755832076
0.0001,64,4,5,0.01,10000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",37.68101051777601
0.0001,64,4,5,0.01,10000,500000,"{'net_arch': [128, 128], 'use_sde': False}",41.94268809676171
0.0001,64,4,5,0.01,10000,500000,"{'net_arch': [256, 256], 'use_sde': False}",148.49495233774186
0.0001,64,4,5,0.01,10000,500000,"{'net_arch': [400, 300], 'use_sde': False}",44.39086753845215
0.0001,64,4,5,0.01,20000,100000,"{'net_arch': [128, 128], 'use_sde': False}",34.18461110189979
0.0001,64,4,5,0.01,20000,100000,"{'net_arch': [256, 256], 'use_sde': False}",29.30876754403114
0.0001,64,4,5,0.01,20000,100000,"{'net_arch': [400, 300], 'use_sde': False}",43.30576498746872
0.0001,64,4,5,0.01,20000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",63.944148645401
0.0001,64,4,5,0.01,20000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",25.949484678506852
0.0001,64,4,5,0.01,20000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",31.737053722143173
0.0001,64,4,5,0.01,20000,500000,"{'net_arch': [128, 128], 'use_sde': False}",101.23720138788224
0.0001,64,4,5,0.01,20000,500000,"{'net_arch': [256, 256], 'use_sde': False}",65.70060042861849
0.0001,64,4,5,0.01,20000,500000,"{'net_arch': [400, 300], 'use_sde': False}",29.68068896174431
0.0001,64,4,10,auto,5000,100000,"{'net_arch': [128, 128], 'use_sde': False}",367.29212144732475
0.0001,64,4,10,auto,5000,100000,"{'net_arch': [256, 256], 'use_sde': False}",7.164390690897708
0.0001,64,4,10,auto,5000,100000,"{'net_arch': [400, 300], 'use_sde': False}",220.1481311750412
0.0001,64,4,10,auto,5000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",245.10978072166444
0.0001,64,4,10,auto,5000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",485.74608637452127
0.0001,64,4,10,auto,5000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",192.0379371213913
0.0001,64,4,10,auto,5000,500000,"{'net_arch': [128, 128], 'use_sde': False}",364.52943950533864
0.0001,64,4,10,auto,5000,500000,"{'net_arch': [256, 256], 'use_sde': False}",204.09823479533196
0.0001,64,4,10,auto,5000,500000,"{'net_arch': [400, 300], 'use_sde': False}",92.18122115015984
0.0001,64,4,10,auto,10000,100000,"{'net_arch': [128, 128], 'use_sde': False}",11.502998544871808
0.0001,64,4,10,auto,10000,100000,"{'net_arch': [256, 256], 'use_sde': False}",31.81417778134346
0.0001,64,4,10,auto,10000,100000,"{'net_arch': [400, 300], 'use_sde': False}",19.186244790554046
0.0001,64,4,10,auto,10000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",77.26898859977722
0.0001,64,4,10,auto,10000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",114.97727429628372
0.0001,64,4,10,auto,10000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",27.144171396493913
0.0001,64,4,10,auto,10000,500000,"{'net_arch': [128, 128], 'use_sde': False}",110.22607175469399
0.0001,64,4,10,auto,10000,500000,"{'net_arch': [256, 256], 'use_sde': False}",15.135331457257271
0.0001,64,4,10,auto,10000,500000,"{'net_arch': [400, 300], 'use_sde': False}",30.923721700906754
0.0001,64,4,10,auto,20000,100000,"{'net_arch': [128, 128], 'use_sde': False}",113.96022025942803
0.0001,64,4,10,auto,20000,100000,"{'net_arch': [256, 256], 'use_sde': False}",22.625350801944734
0.0001,64,4,10,auto,20000,100000,"{'net_arch': [400, 300], 'use_sde': False}",27.107653027772905
0.0001,64,4,10,auto,20000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",42.49013446586323
0.0001,64,4,10,auto,20000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",17.19818690523505
0.0001,64,4,10,auto,20000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",109.00539254903794
0.0001,64,4,10,auto,20000,500000,"{'net_arch': [128, 128], 'use_sde': False}",36.298919180381056
0.0001,64,4,10,auto,20000,500000,"{'net_arch': [256, 256], 'use_sde': False}",13.06993904531002
0.0001,64,4,10,auto,20000,500000,"{'net_arch': [400, 300], 'use_sde': False}",30.541837154626847
0.0001,64,4,10,0.1,5000,100000,"{'net_arch': [128, 128], 'use_sde': False}",169.58389711499214
0.0001,64,4,10,0.1,5000,100000,"{'net_arch': [256, 256], 'use_sde': False}",221.55591170549394
0.0001,64,4,10,0.1,5000,100000,"{'net_arch': [400, 300], 'use_sde': False}",529.062052460909
0.0001,64,4,10,0.1,5000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",190.75795740962027
0.0001,64,4,10,0.1,5000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",174.87544843673706
0.0001,64,4,10,0.1,5000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",323.3094978809357
0.0001,64,4,10,0.1,5000,500000,"{'net_arch': [128, 128], 'use_sde': False}",225.04110576272012
0.0001,64,4,10,0.1,5000,500000,"{'net_arch': [256, 256], 'use_sde': False}",187.8215890622139
0.0001,64,4,10,0.1,5000,500000,"{'net_arch': [400, 300], 'use_sde': False}",200.133312009573
0.0001,64,4,10,0.1,10000,100000,"{'net_arch': [128, 128], 'use_sde': False}",31.75365230858326
0.0001,64,4,10,0.1,10000,100000,"{'net_arch': [256, 256], 'use_sde': False}",47.41649235129356
0.0001,64,4,10,0.1,10000,100000,"{'net_arch': [400, 300], 'use_sde': False}",216.7146388220787
0.0001,64,4,10,0.1,10000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",41.21727952964604
0.0001,64,4,10,0.1,10000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",23.444523773789406
0.0001,64,4,10,0.1,10000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",21.22143973708153
0.0001,64,4,10,0.1,10000,500000,"{'net_arch': [128, 128], 'use_sde': False}",12.726996282339096
0.0001,64,4,10,0.1,10000,500000,"{'net_arch': [256, 256], 'use_sde': False}",16.769719690978526
0.0001,64,4,10,0.1,10000,500000,"{'net_arch': [400, 300], 'use_sde': False}",27.494965942916316
0.0001,64,4,10,0.1,20000,100000,"{'net_arch': [128, 128], 'use_sde': False}",23.437828565946948
0.0001,64,4,10,0.1,20000,100000,"{'net_arch': [256, 256], 'use_sde': False}",99.64808260798455
0.0001,64,4,10,0.1,20000,100000,"{'net_arch': [400, 300], 'use_sde': False}",42.56290581464768
0.0001,64,4,10,0.1,20000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",28.311048138660844
0.0001,64,4,10,0.1,20000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",64.45930855751038
0.0001,64,4,10,0.1,20000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",81.4981672373414
0.0001,64,4,10,0.1,20000,500000,"{'net_arch': [128, 128], 'use_sde': False}",30.084999549388886
0.0001,64,4,10,0.1,20000,500000,"{'net_arch': [256, 256], 'use_sde': False}",55.020280673503876
0.0001,64,4,10,0.1,20000,500000,"{'net_arch': [400, 300], 'use_sde': False}",23.119364379019824
0.0001,64,4,10,0.01,5000,100000,"{'net_arch': [128, 128], 'use_sde': False}",255.66772097706794
0.0001,64,4,10,0.01,5000,100000,"{'net_arch': [256, 256], 'use_sde': False}",9.536611126600183
0.0001,64,4,10,0.01,5000,100000,"{'net_arch': [400, 300], 'use_sde': False}",213.60488143324852
0.0001,64,4,10,0.01,5000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",93.90406486704015
0.0001,64,4,10,0.01,5000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",523.7170640742779
0.0001,64,4,10,0.01,5000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",224.0014004945755
0.0001,64,4,10,0.01,5000,500000,"{'net_arch': [128, 128], 'use_sde': False}",185.95838890075683
0.0001,64,4,10,0.01,5000,500000,"{'net_arch': [256, 256], 'use_sde': False}",203.34772313764086
0.0001,64,4,10,0.01,5000,500000,"{'net_arch': [400, 300], 'use_sde': False}",198.77532668948174
0.0001,64,4,10,0.01,10000,100000,"{'net_arch': [128, 128], 'use_sde': False}",47.147224007844926
0.0001,64,4,10,0.01,10000,100000,"{'net_arch': [256, 256], 'use_sde': False}",24.717278141282513
0.0001,64,4,10,0.01,10000,100000,"{'net_arch': [400, 300], 'use_sde': False}",14.847635979056358
0.0001,64,4,10,0.01,10000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",12.170734537541867
0.0001,64,4,10,0.01,10000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",40.66648968338966
0.0001,64,4,10,0.01,10000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",54.823683176040646
0.0001,64,4,10,0.01,10000,500000,"{'net_arch': [128, 128], 'use_sde': False}",23.21093949198723
0.0001,64,4,10,0.01,10000,500000,"{'net_arch': [256, 256], 'use_sde': False}",84.76758541464805
0.0001,64,4,10,0.01,10000,500000,"{'net_arch': [400, 300], 'use_sde': False}",28.251776649951935
0.0001,64,4,10,0.01,20000,100000,"{'net_arch': [128, 128], 'use_sde': False}",41.24802736520767
0.0001,64,4,10,0.01,20000,100000,"{'net_arch': [256, 256], 'use_sde': False}",61.137839819192884
0.0001,64,4,10,0.01,20000,100000,"{'net_arch': [400, 300], 'use_sde': False}",19.204572674036026
0.0001,64,4,10,0.01,20000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",21.771046471595763
0.0001,64,4,10,0.01,20000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",32.209466387033466
0.0001,64,4,10,0.01,20000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",257.39948298215864
0.0001,64,4,10,0.01,20000,500000,"{'net_arch': [128, 128], 'use_sde': False}",18.80305912256241
0.0001,64,4,10,0.01,20000,500000,"{'net_arch': [256, 256], 'use_sde': False}",20.465837928652764
0.0001,64,4,10,0.01,20000,500000,"{'net_arch': [400, 300], 'use_sde': False}",18.706584515571596
0.0001,64,8,1,auto,5000,100000,"{'net_arch': [128, 128], 'use_sde': False}",33.17213901638985
0.0001,64,8,1,auto,5000,100000,"{'net_arch': [256, 256], 'use_sde': False}",65.32431141018867
0.0001,64,8,1,auto,5000,100000,"{'net_arch': [400, 300], 'use_sde': False}",82.88399864554405
0.0001,64,8,1,auto,5000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",52.8902832865715
0.0001,64,8,1,auto,5000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",99.00943660974502
0.0001,64,8,1,auto,5000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",54.91119039773941
0.0001,64,8,1,auto,5000,500000,"{'net_arch': [128, 128], 'use_sde': False}",91.23348735451698
0.0001,64,8,1,auto,5000,500000,"{'net_arch': [256, 256], 'use_sde': False}",85.26133195877075
0.0001,64,8,1,auto,5000,500000,"{'net_arch': [400, 300], 'use_sde': False}",83.02885504722595
0.0001,64,8,1,auto,10000,100000,"{'net_arch': [128, 128], 'use_sde': False}",58.965193987041715
0.0001,64,8,1,auto,10000,100000,"{'net_arch': [256, 256], 'use_sde': False}",19.04838979959488
0.0001,64,8,1,auto,10000,100000,"{'net_arch': [400, 300], 'use_sde': False}",152.93810709238053
0.0001,64,8,1,auto,10000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",53.66783162474632
0.0001,64,8,1,auto,10000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",27.901550446748733
0.0001,64,8,1,auto,10000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",55.63432801961899
0.0001,64,8,1,auto,10000,500000,"{'net_arch': [128, 128], 'use_sde': False}",61.982382292747495
0.0001,64,8,1,auto,10000,500000,"{'net_arch': [256, 256], 'use_sde': False}",23.29528061926365
0.0001,64,8,1,auto,10000,500000,"{'net_arch': [400, 300], 'use_sde': False}",33.79693732500076
0.0001,64,8,1,auto,20000,100000,"{'net_arch': [128, 128], 'use_sde': False}",16.11496380552533
0.0001,64,8,1,auto,20000,100000,"{'net_arch': [256, 256], 'use_sde': False}",16.32468185544014
0.0001,64,8,1,auto,20000,100000,"{'net_arch': [400, 300], 'use_sde': False}",151.977780649662
0.0001,64,8,1,auto,20000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",17.916889042524854
0.0001,64,8,1,auto,20000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",157.1715573143959
0.0001,64,8,1,auto,20000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",91.9301210808754
0.0001,64,8,1,auto,20000,500000,"{'net_arch': [128, 128], 'use_sde': False}",12.407572885751724
0.0001,64,8,1,auto,20000,500000,"{'net_arch': [256, 256], 'use_sde': False}",40.55388058423996
0.0001,64,8,1,auto,20000,500000,"{'net_arch': [400, 300], 'use_sde': False}",11.922419000107912
0.0001,64,8,1,0.1,5000,100000,"{'net_arch': [128, 128], 'use_sde': False}",42.36408722758293
0.0001,64,8,1,0.1,5000,100000,"{'net_arch': [256, 256], 'use_sde': False}",41.42767226457596
0.0001,64,8,1,0.1,5000,100000,"{'net_arch': [400, 300], 'use_sde': False}",41.11609918117523
0.0001,64,8,1,0.1,5000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",42.76298606872559
0.0001,64,8,1,0.1,5000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",40.678753480911254
0.0001,64,8,1,0.1,5000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",40.78981383085251
0.0001,64,8,1,0.1,5000,500000,"{'net_arch': [128, 128], 'use_sde': False}",41.37499963283539
0.0001,64,8,1,0.1,5000,500000,"{'net_arch': [256, 256], 'use_sde': False}",41.4253859257698
0.0001,64,8,1,0.1,5000,500000,"{'net_arch': [400, 300], 'use_sde': False}",41.24551081418991
0.0001,64,8,1,0.1,10000,100000,"{'net_arch': [128, 128], 'use_sde': False}",203.30967157959938
0.0001,64,8,1,0.1,10000,100000,"{'net_arch': [256, 256], 'use_sde': False}",177.87848363399505
0.0001,64,8,1,0.1,10000,100000,"{'net_arch': [400, 300], 'use_sde': False}",24.60402936524537
0.0001,64,8,1,0.1,10000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",21.692757837474346
0.0001,64,8,1,0.1,10000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",26.846281028985977
0.0001,64,8,1,0.1,10000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",53.255941746234896
0.0001,64,8,1,0.1,10000,500000,"{'net_arch': [128, 128], 'use_sde': False}",22.797710560560226
0.0001,64,8,1,0.1,10000,500000,"{'net_arch': [256, 256], 'use_sde': False}",44.20691884160042
0.0001,64,8,1,0.1,10000,500000,"{'net_arch': [400, 300], 'use_sde': False}",41.68446025967598
0.0001,64,8,1,0.1,20000,100000,"{'net_arch': [128, 128], 'use_sde': False}",8.85714813548082
0.0001,64,8,1,0.1,20000,100000,"{'net_arch': [256, 256], 'use_sde': False}",31.90719227671623
0.0001,64,8,1,0.1,20000,100000,"{'net_arch': [400, 300], 'use_sde': False}",29.93555838704109
0.0001,64,8,1,0.1,20000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",14.66879282593727
0.0001,64,8,1,0.1,20000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",72.83958920530975
0.0001,64,8,1,0.1,20000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",55.42031825065613
0.0001,64,8,1,0.1,20000,500000,"{'net_arch': [128, 128], 'use_sde': False}",194.3774922186136
0.0001,64,8,1,0.1,20000,500000,"{'net_arch': [256, 256], 'use_sde': False}",37.71946629506492
0.0001,64,8,1,0.1,20000,500000,"{'net_arch': [400, 300], 'use_sde': False}",120.88130148470401
0.0001,64,8,1,0.01,5000,100000,"{'net_arch': [128, 128], 'use_sde': False}",39.10985612392425
0.0001,64,8,1,0.01,5000,100000,"{'net_arch': [256, 256], 'use_sde': False}",39.2227294921875
0.0001,64,8,1,0.01,5000,100000,"{'net_arch': [400, 300], 'use_sde': False}",64.99535201072693
0.0001,64,8,1,0.01,5000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",39.19122531890869
0.0001,64,8,1,0.01,5000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",39.2879469537735
0.0001,64,8,1,0.01,5000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",89.76992726564407
0.0001,64,8,1,0.01,5000,500000,"{'net_arch': [128, 128], 'use_sde': False}",39.079109270572665
0.0001,64,8,1,0.01,5000,500000,"{'net_arch': [256, 256], 'use_sde': False}",39.91693739891052
0.0001,64,8,1,0.01,5000,500000,"{'net_arch': [400, 300], 'use_sde': False}",84.0912093257904
0.0001,64,8,1,0.01,10000,100000,"{'net_arch': [128, 128], 'use_sde': False}",113.58461034238339
0.0001,64,8,1,0.01,10000,100000,"{'net_arch': [256, 256], 'use_sde': False}",14.913714231848717
0.0001,64,8,1,0.01,10000,100000,"{'net_arch': [400, 300], 'use_sde': False}",12.044327462020446
0.0001,64,8,1,0.01,10000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",18.20480524778366
0.0001,64,8,1,0.01,10000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",20.296562404632567
0.0001,64,8,1,0.01,10000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",33.48010632872582
0.0001,64,8,1,0.01,10000,500000,"{'net_arch': [128, 128], 'use_sde': False}",41.43710222601891
0.0001,64,8,1,0.01,10000,500000,"{'net_arch': [256, 256], 'use_sde': False}",14.250592027306556
0.0001,64,8,1,0.01,10000,500000,"{'net_arch': [400, 300], 'use_sde': False}",27.29724672944052
0.0001,64,8,1,0.01,20000,100000,"{'net_arch': [128, 128], 'use_sde': False}",114.70290472626687
0.0001,64,8,1,0.01,20000,100000,"{'net_arch': [256, 256], 'use_sde': False}",21.51905055999756
0.0001,64,8,1,0.01,20000,100000,"{'net_arch': [400, 300], 'use_sde': False}",25.191830153465272
0.0001,64,8,1,0.01,20000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",10.66684616994462
0.0001,64,8,1,0.01,20000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",32.9285685133934
0.0001,64,8,1,0.01,20000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",25.758620924949646
0.0001,64,8,1,0.01,20000,500000,"{'net_arch': [128, 128], 'use_sde': False}",51.103897023200986
0.0001,64,8,1,0.01,20000,500000,"{'net_arch': [256, 256], 'use_sde': False}",23.828332575559617
0.0001,64,8,1,0.01,20000,500000,"{'net_arch': [400, 300], 'use_sde': False}",38.38838665604592
0.0001,64,8,4,auto,5000,100000,"{'net_arch': [128, 128], 'use_sde': False}",41.88351332426071
0.0001,64,8,4,auto,5000,100000,"{'net_arch': [256, 256], 'use_sde': False}",113.05674932956695
0.0001,64,8,4,auto,5000,100000,"{'net_arch': [400, 300], 'use_sde': False}",190.70758529782296
0.0001,64,8,4,auto,5000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",43.324944064617156
0.0001,64,8,4,auto,5000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",71.89712969779968
0.0001,64,8,4,auto,5000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",187.18911634922028
0.0001,64,8,4,auto,5000,500000,"{'net_arch': [128, 128], 'use_sde': False}",42.3387712597847
0.0001,64,8,4,auto,5000,500000,"{'net_arch': [256, 256], 'use_sde': False}",162.6282873916626
0.0001,64,8,4,auto,5000,500000,"{'net_arch': [400, 300], 'use_sde': False}",195.28787425994872
0.0001,64,8,4,auto,10000,100000,"{'net_arch': [128, 128], 'use_sde': False}",13.293779175281525
0.0001,64,8,4,auto,10000,100000,"{'net_arch': [256, 256], 'use_sde': False}",70.50653779864311
0.0001,64,8,4,auto,10000,100000,"{'net_arch': [400, 300], 'use_sde': False}",23.384706971645354
0.0001,64,8,4,auto,10000,1000000,"{'net_arch': [128, 128], 'use_sde': False}",18.353240201473238
0.0001,64,8,4,auto,10000,1000000,"{'net_arch': [256, 256], 'use_sde': False}",71.72753316998482
0.0001,64,8,4,auto,10000,1000000,"{'net_arch': [400, 300], 'use_sde': False}",29.211839550733565
0.0001,64,8,4,auto,10000,500000,"{'net_arch': [128, 128], 'use_sde': False}",23.809535517692566
0.0001,64,8,4,auto,10000,500000,"{'net_arch': [256, 256], 'use_sde': False}",120.37544169425965
0.0001,64,8,4,auto,10000,500000,"{'net_arch': [400, 300], 'use_sde': False}",20.846994238495828
0.0001,64,8,4,auto,20000,100000,"{'net_arch': [128, 128], 'use_sde': False}",20.187528541088103
0.0001,64,8,4,auto,20000,100000,"{'net_arch': [256, 256], 'use_sde': False}",21.539790474176407
